
NVIDIA Corporation,Last: 174.11,Change:  2.45
Date: 9 September 2025 at 17:56 GMT-4,Bid: 174.1,Ask: 174.14,Size: 1*1,"Volume: 154,246,593"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Sep 18 2026,NVDA260918C00075000,96.65,0,99.3,101.75,0,0.4976,0.9783,0.0007,118,75.00,NVDA260918P00075000,1.14,-0.015,1.05,1.11,6,0.5105,-0.027,0.0007,1180
Fri Sep 18 2026,NVDA260918C00080000,94.85,0.6,93.75,96.5,1,0.3941,0.9723,0.0008,289,80.00,NVDA260918P00080000,1.34,-0.075,1.3,1.35,2,0.4968,-0.0332,0.0009,2588
Fri Sep 18 2026,NVDA260918C00085000,90.52,0.295,90.7,92.75,1,0.4954,0.9651,0.001,321,85.00,NVDA260918P00085000,1.77,0,1.61,1.66,0,0.4853,-0.0405,0.001,5759
Fri Sep 18 2026,NVDA260918C00090000,85.63,0.055,85.1,87.8,3,0.4294,0.9566,0.0012,639,90.00,NVDA260918P00090000,2.04,-0.085,1.97,2.34,7,0.4745,-0.0491,0.0012,6359
Fri Sep 18 2026,NVDA260918C00095000,81.96,0.51,81.95,83.45,11,0.4636,0.9468,0.0014,724,95.00,NVDA260918P00095000,2.46,-0.135,2.41,2.47,287,0.465,-0.0592,0.0015,9216
Fri Sep 18 2026,NVDA260918C00100000,77,-0.2,77.85,79.65,11,0.4484,0.9354,0.0017,2345,100.00,NVDA260918P00100000,3.06,-0.09,2.92,3.05,245,0.4568,-0.0709,0.0017,10076
Fri Sep 18 2026,NVDA260918C00105000,74.16,1.085,73.65,74.55,17,0.442,0.9225,0.002,1139,105.00,NVDA260918P00105000,3.9,0.1,3.55,3.65,1,0.4509,-0.084,0.002,7654
Fri Sep 18 2026,NVDA260918C00110000,69.5,0.55,69.6,70.5,15,0.4371,0.908,0.0022,1538,110.00,NVDA260918P00110000,4.6,0.05,4.25,4.4,3,0.4436,-0.0988,0.0023,6569
Fri Sep 18 2026,NVDA260918C00115000,64.71,0,64.25,66.3,0,0.4323,0.892,0.0025,2619,115.00,NVDA260918P00115000,5.17,-0.23,5.1,5.2,83,0.4383,-0.1153,0.0026,1799
Fri Sep 18 2026,NVDA260918C00120000,61.7,0.575,61.8,62.4,23,0.4253,0.8744,0.0028,2911,120.00,NVDA260918P00120000,6.6,0.2,6.05,6.15,510,0.4329,-0.1335,0.0029,9002
Fri Sep 18 2026,NVDA260918C00125000,57.84,0.415,58.05,58.6,14,0.4211,0.8554,0.0032,4291,125.00,NVDA260918P00125000,7.14,-0.36,7.1,7.25,453,0.4275,-0.1536,0.0033,4296
Fri Sep 18 2026,NVDA260918C00130000,54.16,0.335,54.5,55,43,0.4176,0.8348,0.0035,4787,130.00,NVDA260918P00130000,8.5,-0.25,8.2,8.45,157,0.4227,-0.175,0.0036,8322
Fri Sep 18 2026,NVDA260918C00135000,50.6,0.25,50.95,51.55,19,0.4147,0.8129,0.0038,2677,135.00,NVDA260918P00135000,9.98,-0.12,9.6,10.25,28,0.418,-0.1978,0.004,3299
Fri Sep 18 2026,NVDA260918C00140000,47.95,0.9,47.7,48.15,28,0.4101,0.7897,0.0041,13834,140.00,NVDA260918P00140000,11.19,-0.41,10.8,11.7,41,0.4142,-0.2219,0.0043,8241
Fri Sep 18 2026,NVDA260918C00145000,44.49,0.64,44.5,45.5,29,0.4066,0.7653,0.0044,2937,145.00,NVDA260918P00145000,13.6,0.35,12.75,13.1,14,0.41,-0.2478,0.0046,3418
Fri Sep 18 2026,NVDA260918C00150000,41.8,1.025,41.35,41.85,499,0.4038,0.7399,0.0047,20362,150.00,NVDA260918P00150000,14.73,-0.345,14.2,15.1,39,0.4063,-0.2747,0.0049,4251
Fri Sep 18 2026,NVDA260918C00155000,38.55,0.65,38.4,38.9,41,0.4004,0.7136,0.0049,5081,155.00,NVDA260918P00155000,17.24,0.215,16.05,16.9,25,0.4033,-0.3026,0.0052,3195
Fri Sep 18 2026,NVDA260918C00160000,35.69,0.515,35.7,36.1,58,0.3985,0.6866,0.0052,2964,160.00,NVDA260918P00160000,19.35,0.2,18.45,18.95,123,0.4,-0.3315,0.0055,3889
Fri Sep 18 2026,NVDA260918C00165000,33.05,0.475,33.1,33.5,111,0.3952,0.6591,0.0054,7151,165.00,NVDA260918P00165000,21.12,-0.355,20.8,21.1,276,0.3972,-0.361,0.0058,2274
Fri Sep 18 2026,NVDA260918C00170000,30.35,0.225,30.65,30.95,164,0.3926,0.6312,0.0056,7874,170.00,NVDA260918P00170000,23.25,-0.675,22.65,23.35,192,0.3944,-0.3912,0.006,6786
Fri Sep 18 2026,NVDA260918C00175000,28.37,0.545,28.05,28.65,99,0.3924,0.6031,0.0057,3389,175.00,NVDA260918P00175000,27.02,0.495,25.2,26.05,1,0.3922,-0.4217,0.0062,1559
Fri Sep 18 2026,NVDA260918C00180000,26.4,0.7,26.15,26.45,153,0.3903,0.575,0.0058,3072,180.00,NVDA260918P00180000,29.68,0.38,27.9,28.7,10,0.3903,-0.4525,0.0064,1542
Fri Sep 18 2026,NVDA260918C00185000,24.08,0.405,24.2,24.35,101,0.3885,0.5471,0.0059,2427,185.00,NVDA260918P00185000,33.73,0,31.05,31.8,0,0.3879,-0.4834,0.0065,479
Fri Sep 18 2026,NVDA260918C00190000,22.22,0.42,22.25,22.45,61,0.3863,0.5195,0.006,2557,190.00,NVDA260918P00190000,35.22,0,33.75,34.95,0,0.3856,-0.5142,0.0067,495
Fri Sep 18 2026,NVDA260918C00195000,18.9,-1.15,20.5,20.65,6,0.385,0.4923,0.006,1962,195.00,NVDA260918P00195000,38.58,0,37.4,38.15,0,0.3835,-0.5448,0.0068,516
Fri Sep 18 2026,NVDA260918C00200000,18.96,0.56,18.8,19,96,0.3834,0.4657,0.006,6314,200.00,NVDA260918P00200000,41.74,-0.06,40.1,41.5,25,0.3816,-0.5751,0.0068,289
Fri Sep 18 2026,NVDA260918C00210000,15.95,0.475,15.4,16.5,32,0.3809,0.4145,0.0059,5195,210.00,NVDA260918P00210000,48.2,-0.65,47,53,50,0.3786,-0.6345,0.0069,535
Fri Sep 18 2026,NVDA260918C00220000,13.1,0.1,12.85,13.45,9,0.3787,0.3668,0.0058,7675,220.00,NVDA260918P00220000,55.75,-0.65,54.5,60,25,0.3687,-0.6915,0.0069,409
Fri Sep 18 2026,NVDA260918C00230000,11.2,0.35,10.95,11.3,17,0.3772,0.3229,0.0055,4117,230.00,NVDA260918P00230000,66.6,0,62.85,64.55,0,0.3703,-0.7458,0.0069,93
Fri Sep 18 2026,NVDA260918C00240000,9.2,0.1,8.9,9.8,59,0.3764,0.2832,0.0052,4586,240.00,NVDA260918P00240000,72.8,0,71.1,72.6,0,0.3651,-0.7971,0.0068,197
Fri Sep 18 2026,NVDA260918C00250000,7.7,0.05,7.5,8.05,132,0.3756,0.2477,0.0048,2466,250.00,NVDA260918P00250000,82.63,0.655,79.55,81.55,3,0.3558,-0.8449,0.0068,148
Fri Sep 18 2026,NVDA260918C00260000,5.93,-0.47,6.2,6.9,2,0.3752,0.2163,0.0045,2877,260.00,NVDA260918P00260000,93.48,0,88.6,90.25,0,0.3459,-0.8884,0.0064,141
Fri Sep 18 2026,NVDA260918C00270000,5.03,-0.37,5.2,5.75,22,0.3759,0.1887,0.0041,663,270.00,NVDA260918P00270000,103.22,0,98.85,100.55,0,0.3824,-0.9313,0.0065,103
Fri Sep 18 2026,NVDA260918C00280000,4.7,0.125,4.45,4.85,9,0.3764,0.1646,0.0038,1204,280.00,NVDA260918P00280000,110.52,-1.405,108.3,111.75,3,0.42,-0.9635,0.0057,29
Fri Sep 18 2026,NVDA260918C00290000,3.9,0.025,3.95,4.1,6,0.3778,0.1437,0.0034,696,290.00,NVDA260918P00290000,122.13,1.83,117.4,121.85,1,0.4236,-0.985,0.0025,0
Fri Sep 18 2026,NVDA260918C00300000,3.07,-0.23,3.35,3.5,139,0.3789,0.1257,0.0031,2675,300.00,NVDA260918P00300000,125.84,0,128.35,132.1,0,0.4703,-0.998,0.0003,0
Fri Sep 18 2026,NVDA260918C00310000,2.81,-0.015,2.89,3.05,2,0.3804,0.1101,0.0028,264,310.00,NVDA260918P00310000,129.1,0,138.1,141.7,0,0.4772,-1,0,0
Fri Sep 18 2026,NVDA260918C00320000,2.27,-0.16,2.48,2.55,215,0.382,0.0966,0.0026,727,320.00,NVDA260918P00320000,149,0,146.15,152.1,0,0,-1,0,0
Fri Sep 18 2026,NVDA260918C00330000,1.96,-0.135,2.14,2.51,14,0.3839,0.0851,0.0023,561,330.00,NVDA260918P00330000,155.5,0,157.9,161.8,0,0.5124,-1,0,0
Fri Sep 18 2026,NVDA260918C00340000,1.86,0.045,1.85,1.91,504,0.386,0.0751,0.0021,956,340.00,NVDA260918P00340000,164.55,0,166.35,171.75,0,0,-1,0,0
Fri Sep 18 2026,NVDA260918C00350000,1.48,-0.1,1.61,1.97,3,0.3881,0.0665,0.0019,930,350.00,NVDA260918P00350000,0,0,176.3,181.65,0,0,-1,0,0
Fri Sep 18 2026,NVDA260918C00360000,1.4,0.015,1.3,1.47,7,0.3908,0.0591,0.0017,2556,360.00,NVDA260918P00360000,0,0,187.75,191.65,0,0.5564,-1,0,0
