
NVIDIA Corporation,Last: 174.11,Change:  2.45
Date: 9 September 2025 at 20:12 GMT-4,Bid: 174.1,Ask: 174.14,Size: 1*1,"Volume: 154,246,593"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Jan 15 2027,NVDA270115C00120000,65.15,0.65,65.25,65.9,83,0.425,0.8637,0.0026,9503,120.00,NVDA270115P00120000,8.2,-0.175,8,8.15,283,0.4285,-0.1469,0.0028,24293
Fri Jan 15 2027,NVDA270115C00125000,61.84,0.815,61.7,62.25,15,0.4199,0.8457,0.0029,6984,125.00,NVDA270115P00125000,9.3,-0.35,9.2,9.4,66,0.4246,-0.166,0.003,6407
Fri Jan 15 2027,NVDA270115C00130000,58.29,0.69,58.3,58.8,9,0.4163,0.8267,0.0031,11728,130.00,NVDA270115P00130000,10.84,-0.185,10.55,10.75,104,0.4196,-0.1858,0.0033,9141
Fri Jan 15 2027,NVDA270115C00135000,55,0.675,55,55.45,25,0.4125,0.8067,0.0034,18612,135.00,NVDA270115P00135000,12.33,-0.22,12.05,13.7,63,0.4158,-0.2071,0.0036,5548
Fri Jan 15 2027,NVDA270115C00140000,51.95,0.775,51.8,52.25,33,0.4089,0.7858,0.0036,11587,140.00,NVDA270115P00140000,14.1,-0.075,13.65,13.85,689,0.4124,-0.2294,0.0038,19864
Fri Jan 15 2027,NVDA270115C00145000,48.35,0.175,48.8,49.35,24,0.408,0.7642,0.0038,4468,145.00,NVDA270115P00145000,16.23,0.255,13.95,17.1,473,0.409,-0.2525,0.0041,3908
Fri Jan 15 2027,NVDA270115C00150000,46,0.8,45.85,46.3,168,0.4036,0.7418,0.0041,18456,150.00,NVDA270115P00150000,17.5,-0.4,17.35,17.5,470,0.4064,-0.2762,0.0044,13362
Fri Jan 15 2027,NVDA270115C00155000,42.75,0.3,43.05,43.55,82,0.4013,0.7188,0.0043,5774,155.00,NVDA270115P00155000,19.7,-0.275,17.8,21.05,28,0.4031,-0.3009,0.0046,5332
Fri Jan 15 2027,NVDA270115C00160000,40.44,0.64,40.45,40.8,119,0.3987,0.6954,0.0044,9625,160.00,NVDA270115P00160000,21.7,-0.475,21.5,21.7,393,0.4001,-0.3266,0.0048,5033
Fri Jan 15 2027,NVDA270115C00165000,38.09,0.79,37.85,38.25,172,0.396,0.6716,0.0046,7412,165.00,NVDA270115P00165000,24.34,-0.16,23.8,24,21,0.3979,-0.3526,0.005,3249
Fri Jan 15 2027,NVDA270115C00170000,35.73,0.83,35.55,35.9,2385,0.395,0.6476,0.0048,9121,170.00,NVDA270115P00170000,27.25,0.275,26.25,26.5,253,0.396,-0.379,0.0052,11391
Fri Jan 15 2027,NVDA270115C00175000,33,0.325,33.3,33.6,55,0.3932,0.6235,0.0049,5962,175.00,NVDA270115P00175000,29.15,-0.45,28.8,29.05,37,0.393,-0.4056,0.0054,2394
Fri Jan 15 2027,NVDA270115C00180000,31.35,0.825,31.15,31.35,239,0.3912,0.5994,0.005,20448,180.00,NVDA270115P00180000,31.6,-0.75,29.9,33.3,134,0.3914,-0.4325,0.0056,3076
Fri Jan 15 2027,NVDA270115C00185000,29.19,0.665,29.1,29.3,14,0.3895,0.5754,0.0051,5041,185.00,NVDA270115P00185000,35.07,-0.18,32.75,34.6,61,0.3888,-0.4595,0.0057,3838
Fri Jan 15 2027,NVDA270115C00190000,27.34,0.665,27.15,27.4,39,0.3876,0.5516,0.0052,12642,190.00,NVDA270115P00190000,38.8,0.55,37.35,37.6,101,0.3872,-0.486,0.0058,1411
Fri Jan 15 2027,NVDA270115C00195000,25.31,0.435,25.35,25.55,141,0.3864,0.5282,0.0052,3553,195.00,NVDA270115P00195000,42.2,0.8,40.45,40.75,2,0.3859,-0.5134,0.006,1243
Fri Jan 15 2027,NVDA270115C00200000,23.75,0.525,23.65,23.85,309,0.3852,0.5051,0.0052,40035,200.00,NVDA270115P00200000,44.5,-0.175,43.7,43.95,17,0.3839,-0.5402,0.0061,4013
Fri Jan 15 2027,NVDA270115C00210000,20.36,0.21,20.6,20.75,63,0.3833,0.4603,0.0052,17183,210.00,NVDA270115P00210000,54.14,0,50.5,50.8,0,0.381,-0.5929,0.0062,359
Fri Jan 15 2027,NVDA270115C00220000,17.65,0.175,17.8,18.05,71,0.3807,0.4179,0.0052,6384,220.00,NVDA270115P00220000,58.85,0,57.75,58.05,0,0.3784,-0.6444,0.0063,193
Fri Jan 15 2027,NVDA270115C00230000,15.38,0.23,14.9,15.65,350,0.3795,0.378,0.005,11231,230.00,NVDA270115P00230000,68.43,0,64.95,65.95,0,0.3738,-0.6942,0.0064,126
Fri Jan 15 2027,NVDA270115C00240000,13.22,0.12,13.4,15.05,110,0.3782,0.341,0.0049,5637,240.00,NVDA270115P00240000,77.88,0,73,74.1,0,0.3719,-0.742,0.0064,270
Fri Jan 15 2027,NVDA270115C00250000,11.65,0.275,11.6,11.8,139,0.3775,0.307,0.0047,15845,250.00,NVDA270115P00250000,84.19,0,81.45,82.6,0,0.3698,-0.788,0.0064,381
Fri Jan 15 2027,NVDA270115C00260000,10.15,0.25,10.1,11.75,39,0.3769,0.276,0.0044,12535,260.00,NVDA270115P00260000,91.86,0,90.15,91.4,0,0.3654,-0.8318,0.0065,663
Fri Jan 15 2027,NVDA270115C00270000,8.45,-0.15,7.3,10.4,46,0.377,0.2479,0.0042,4856,270.00,NVDA270115P00270000,100.88,0,99.25,100.6,0,0.3634,-0.8733,0.0064,403
Fri Jan 15 2027,NVDA270115C00280000,7.05,-0.45,7.65,7.8,95,0.3769,0.2226,0.004,18874,280.00,NVDA270115P00280000,110.2,0,108.8,114,0,0.3643,-0.9139,0.0065,1363
Fri Jan 15 2027,NVDA270115C00290000,6.65,0.1,6.65,6.8,101,0.3769,0.2,0.0037,16889,290.00,NVDA270115P00290000,121.7,0,118.3,124,0,0.4397,-0.9471,0.0059,44
Fri Jan 15 2027,NVDA270115C00300000,5.58,-0.17,5.85,5.95,132,0.3781,0.1797,0.0035,47798,300.00,NVDA270115P00300000,131.81,3.51,124,134,4,0,-0.9717,0.004,13
Fri Jan 15 2027,NVDA270115C00310000,4.77,-0.28,5.15,5.25,31,0.3788,0.1617,0.0032,1526,310.00,NVDA270115P00310000,127.5,0,135.9,142,0,0,-0.9887,0.0016,0
Fri Jan 15 2027,NVDA270115C00320000,4.28,-0.17,4.5,4.65,35,0.3796,0.1457,0.003,848,320.00,NVDA270115P00320000,136,0,146.05,151.8,0,0,-0.9983,0.0002,0
Fri Jan 15 2027,NVDA270115C00330000,3.82,-0.13,4,4.1,1,0.3809,0.1315,0.0028,1261,330.00,NVDA270115P00330000,148.7,0,156.15,162.25,0,0,-1,0,0
Fri Jan 15 2027,NVDA270115C00340000,3.6,0.1,3.55,3.65,152,0.3824,0.1189,0.0026,69837,340.00,NVDA270115P00340000,0,0,166.3,172.2,0,0.455,-1,0,0
Fri Jan 15 2027,NVDA270115C00350000,3.02,-0.105,3.15,3.25,92,0.3837,0.1077,0.0024,449,350.00,NVDA270115P00350000,170,0,175.9,181.8,0,0,-1,0,0
Fri Jan 15 2027,NVDA270115C00360000,2.82,0.025,2.82,2.9,79,0.3855,0.0978,0.0022,3486,360.00,NVDA270115P00360000,178.55,0,185.95,191.75,0,0,-1,0,0
