
NVIDIA Corporation,Last: 174.11,Change:  2.45
Date: 9 September 2025 at 20:13 GMT-4,Bid: 174.1,Ask: 174.14,Size: 1*1,"Volume: 154,246,593"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Thu Jun 17 2027,NVDA270617C00070000,111.65,0,105.7,109.4,0,0.426,0.9715,0.0007,232,70.00,NVDA270617P00070000,2.3,0,2.07,2.45,0,0.4925,-0.0371,0.0007,250
Thu Jun 17 2027,NVDA270617C00075000,102.1,-0.55,100.45,105.4,100,0.4024,0.9644,0.0008,563,75.00,NVDA270617P00075000,2.79,0,2.5,2.57,0,0.4816,-0.0445,0.0009,4375
Thu Jun 17 2027,NVDA270617C00080000,94,0,98.25,101.95,0,0.4729,0.9564,0.001,179,80.00,NVDA270617P00080000,3.17,-0.03,2.7,3.1,3,0.4729,-0.0528,0.001,10960
Thu Jun 17 2027,NVDA270617C00085000,94.5,0,93.15,96.4,0,0.4464,0.9474,0.0011,269,85.00,NVDA270617P00085000,3.72,-0.08,3.55,3.7,2,0.4645,-0.0621,0.0012,7454
Thu Jun 17 2027,NVDA270617C00090000,89.65,-0.875,90.5,92.15,5,0.4508,0.9374,0.0013,226,90.00,NVDA270617P00090000,4.3,-0.175,4.2,4.35,1,0.4569,-0.0724,0.0014,2875
Thu Jun 17 2027,NVDA270617C00095000,86.4,0,86.05,87.95,0,0.4449,0.9264,0.0015,457,95.00,NVDA270617P00095000,5.25,0,4.95,5.1,0,0.45,-0.084,0.0015,4133
Thu Jun 17 2027,NVDA270617C00100000,81.81,-1.015,83.5,85.85,3,0.439,0.9143,0.0017,1105,100.00,NVDA270617P00100000,6,-0.15,5.8,5.95,2,0.4441,-0.0965,0.0017,6096
Thu Jun 17 2027,NVDA270617C00105000,79.81,0.785,79.8,80.55,3,0.4344,0.9013,0.0018,19431,105.00,NVDA270617P00105000,7.1,0,6.75,6.9,148,0.4389,-0.1101,0.0019,3393
Thu Jun 17 2027,NVDA270617C00110000,76.27,0.895,76.15,76.9,35,0.4302,0.8873,0.002,7089,110.00,NVDA270617P00110000,8.25,0.05,7.8,7.95,1,0.434,-0.1247,0.0021,4974
Thu Jun 17 2027,NVDA270617C00115000,71.63,0,72.6,73.35,0,0.4256,0.8724,0.0022,466,115.00,NVDA270617P00115000,9.5,0.1,9,9.15,17,0.4299,-0.1407,0.0024,3446
Thu Jun 17 2027,NVDA270617C00120000,68.7,0,69.2,69.9,0,0.4227,0.8566,0.0024,1216,120.00,NVDA270617P00120000,10.37,-0.33,10.25,10.4,220,0.4255,-0.1571,0.0026,1501
Thu Jun 17 2027,NVDA270617C00125000,64,-1.05,64.45,66.4,1,0.419,0.84,0.0026,770,125.00,NVDA270617P00125000,11.72,-0.38,11.15,12.25,1,0.4218,-0.1748,0.0028,5896
Thu Jun 17 2027,NVDA270617C00130000,60.95,-0.925,62.65,63.25,40,0.4149,0.8227,0.0028,634,130.00,NVDA270617P00130000,13.64,-0.01,13.15,13.35,8,0.418,-0.1934,0.003,1101
Thu Jun 17 2027,NVDA270617C00135000,57.75,-1.05,58.15,60,7,0.4117,0.8047,0.003,7961,135.00,NVDA270617P00135000,15.95,0,14.75,14.95,0,0.4147,-0.2125,0.0032,893
Thu Jun 17 2027,NVDA270617C00140000,54.76,-1.015,55.1,57.15,10,0.4089,0.7861,0.0032,3435,140.00,NVDA270617P00140000,16.95,-0.125,16.5,16.7,91,0.4112,-0.2326,0.0034,4559
Thu Jun 17 2027,NVDA270617C00145000,53.38,0.43,52.25,54.2,6,0.4068,0.7669,0.0034,715,145.00,NVDA270617P00145000,18.97,0,18.35,18.6,0,0.4085,-0.2534,0.0036,1149
Thu Jun 17 2027,NVDA270617C00150000,50.8,0.6,50.5,51.45,9,0.4044,0.7473,0.0035,9179,150.00,NVDA270617P00150000,21.1,0.075,20.35,22.05,6,0.4058,-0.2749,0.0038,2146
Thu Jun 17 2027,NVDA270617C00155000,48.4,0.85,48.3,48.65,6,0.4012,0.7273,0.0037,2307,155.00,NVDA270617P00155000,23.05,-0.075,22.4,22.7,4,0.403,-0.2968,0.004,1180
Thu Jun 17 2027,NVDA270617C00160000,45.84,0.815,45.7,46.1,12,0.3988,0.707,0.0038,4146,160.00,NVDA270617P00160000,24.95,-0.475,24.2,25.4,8,0.4005,-0.3192,0.0042,1134
Thu Jun 17 2027,NVDA270617C00165000,43.37,0.77,43.2,43.6,34,0.3967,0.6864,0.004,1141,165.00,NVDA270617P00165000,27.87,0.07,27,27.7,2,0.3982,-0.342,0.0044,1322
Thu Jun 17 2027,NVDA270617C00170000,41.13,0.83,40.3,41.35,74,0.3955,0.6657,0.0041,3637,170.00,NVDA270617P00170000,30.01,-0.315,28.95,30.45,57,0.3963,-0.3656,0.0046,802
Thu Jun 17 2027,NVDA270617C00175000,37.22,-0.905,38.7,39.1,19,0.3934,0.645,0.0042,4861,175.00,NVDA270617P00175000,32.78,-0.145,32.1,32.4,126,0.394,-0.389,0.0047,1076
Thu Jun 17 2027,NVDA270617C00180000,35.75,-0.275,36.65,36.95,41,0.3918,0.6243,0.0043,17101,180.00,NVDA270617P00180000,35.15,-0.525,34.25,35.8,5,0.392,-0.4126,0.0049,3215
Thu Jun 17 2027,NVDA270617C00185000,34.7,0.675,34.1,34.9,2680,0.3899,0.6036,0.0044,1260,185.00,NVDA270617P00185000,38,-0.575,37.65,38.3,2452,0.3904,-0.4359,0.005,632
Thu Jun 17 2027,NVDA270617C00190000,32.77,0.595,32.2,33,443,0.389,0.5831,0.0044,7941,190.00,NVDA270617P00190000,41.4,-0.15,40.5,41.4,36,0.3887,-0.4601,0.0052,458
Thu Jun 17 2027,NVDA270617C00195000,31.04,0.665,30.4,31.15,218,0.3879,0.5629,0.0045,6770,195.00,NVDA270617P00195000,44.85,0.175,43.1,44,13,0.3877,-0.4838,0.0053,623
Thu Jun 17 2027,NVDA270617C00200000,29.13,0.43,29.2,29.45,65,0.3867,0.5429,0.0045,8159,200.00,NVDA270617P00200000,48,0.15,46.3,47.25,3,0.3868,-0.5075,0.0054,368
Thu Jun 17 2027,NVDA270617C00210000,24.6,-0.975,26.05,26.3,25,0.3847,0.504,0.0046,2410,210.00,NVDA270617P00210000,57.3,0,52.75,54.45,0,0.384,-0.5543,0.0056,287
Thu Jun 17 2027,NVDA270617C00220000,21.85,-0.925,23.25,23.45,18,0.3832,0.4666,0.0046,951,220.00,NVDA270617P00220000,64.6,0,56,62.5,0,0.3812,-0.6005,0.0057,375
Thu Jun 17 2027,NVDA270617C00230000,19.45,-0.85,20.7,20.95,46,0.3822,0.4312,0.0045,1288,230.00,NVDA270617P00230000,69.12,0,67.15,70.05,0,0.3791,-0.6456,0.0058,196
Thu Jun 17 2027,NVDA270617C00240000,17.3,-0.8,18.45,18.65,266,0.3811,0.3977,0.0045,968,240.00,NVDA270617P00240000,76.92,0,75.05,78.05,0,0.3729,-0.6895,0.0059,638
Thu Jun 17 2027,NVDA270617C00250000,15.4,-0.75,16,16.7,148,0.3803,0.3664,0.0044,1679,250.00,NVDA270617P00250000,85.17,0,83.15,85.55,0,0.3697,-0.7321,0.006,553
Thu Jun 17 2027,NVDA270617C00260000,13.75,-0.65,14.2,15.4,6,0.3797,0.3371,0.0042,1238,260.00,NVDA270617P00260000,93.65,0,91.65,97.7,0,0.3566,-0.7735,0.0061,189
Thu Jun 17 2027,NVDA270617C00270000,12.65,-0.25,13.05,13.35,138,0.3793,0.31,0.0041,1523,270.00,NVDA270617P00270000,102.33,0,100.4,101.85,0,0.3636,-0.8134,0.0062,161
Thu Jun 17 2027,NVDA270617C00280000,11.22,0,11.35,11.95,0,0.3789,0.285,0.0039,627,280.00,NVDA270617P00280000,111.36,0,109.35,110.85,0,0.361,-0.8536,0.0063,339
Thu Jun 17 2027,NVDA270617C00290000,10.1,-0.25,10,11.6,40,0.3793,0.2619,0.0038,216,290.00,NVDA270617P00290000,120.81,0,118.7,125,0,0.3576,-0.8912,0.0065,442
Thu Jun 17 2027,NVDA270617C00300000,9.35,0.05,9.35,9.65,16,0.379,0.2407,0.0036,1320,300.00,NVDA270617P00300000,130.29,0,127,131.4,0,0,-0.926,0.0062,397
Thu Jun 17 2027,NVDA270617C00310000,7.85,-0.5,8.5,8.7,1,0.3797,0.2214,0.0034,249,310.00,NVDA270617P00310000,144.69,0,135.85,142,0,0,-0.9536,0.0052,7
Thu Jun 17 2027,NVDA270617C00320000,7.05,-0.5,7.65,7.85,10,0.3802,0.2036,0.0033,314,320.00,NVDA270617P00320000,151.86,1.36,146.25,151.7,4,0,-0.9743,0.0032,9
Thu Jun 17 2027,NVDA270617C00330000,6.42,-0.38,6.9,7.1,104,0.3803,0.1874,0.0031,622,330.00,NVDA270617P00330000,159.63,0,156.4,161.65,0,0,-0.9883,0.0014,0
Thu Jun 17 2027,NVDA270617C00340000,5.99,0,6.25,6.4,0,0.381,0.1725,0.0029,167,340.00,NVDA270617P00340000,169.03,0,165.95,171.85,0,0,-0.997,0.0004,0
Thu Jun 17 2027,NVDA270617C00350000,5.7,0.1,5.65,5.8,6,0.3818,0.1591,0.0028,372,350.00,NVDA270617P00350000,0,0,176,181.55,0,0,-1,0,0
Thu Jun 17 2027,NVDA270617C00360000,5.2,0.1,5.15,5.3,16,0.3829,0.1467,0.0026,1519,360.00,NVDA270617P00360000,182.1,0,185.8,191.75,0,0,-1,0,0
